last_name, first_name,year,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrels,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,batted_ball,f_strike_percent,groundballs_percent,groundballs,flyballs_percent,flyballs,linedrives_percent,linedrives,popups_percent,popups,n_bolts,hp_to_1b,sprint_speed,
Camargo, Johan,2018,0.239,0.379,0.312,0.323,0.140,88,12.6,31.2,18,5.0,6.4,27.0,25.1,34.3,1.9,33.7,70.1,20.9,32.1,37.2,62.8,134,360,54.0,1123,75.2,6.0,403,1141,525,2085,79.1,140,670,46.0,956,43.0,894,26.6,49.4,37.0,37.3,25.6,359,57.6,44.8,161,24.2,87,22.8,82,8.1,29,0,4.44,26.3,
Conforto, Michael,2018,0.246,0.436,0.346,0.354,0.190,88,12.3,36.3,37,9.5,6.7,22.9,22.4,33.0,4.4,37.4,64.4,20.2,24.2,46.1,53.9,155,336,52.8,1390,74.6,6.4,418,1532,681,2654,79.8,161,799,47.2,1241,43.2,1137,27.7,43.2,40.2,33.5,26.3,388,58.5,44.6,173,25.3,98,23.7,92,6.4,25,0,4.35,27.8,
Anderson, Tim,2018,0.228,0.367,0.280,0.271,0.139,85.8,10.8,33.3,20,4.7,5.4,24.1,24.8,35.9,4.0,27.9,73.0,17.9,35.9,47.0,53.0,190,404,51.2,1125,70.6,7.0,164,1277,756,2200,82.1,140,784,48.8,1074,42.6,936,27.8,54.0,38.8,35.2,26.0,423,63.7,47.5,201,22.9,97,24.1,102,5.4,23,41,4.20,28.7,
Bellinger, Cody,2018,0.242,0.439,0.332,0.329,0.198,89.8,16.2,32.0,35,8.6,6.8,20.8,29.1,30.6,2.4,38.9,66.0,26.0,24.4,37.9,62.1,121,319,50.3,1306,81.5,7.1,345,1595,653,2644,74.0,221,851,49.7,1290,43.4,1127,29.7,45.0,43.3,33.3,23.5,409,58.1,41.3,169,25.2,103,22.2,91,11.2,46,38,4.02,28.8,
Mancini, Trey,2018,0.257,0.445,0.336,0.316,0.188,89.9,5.2,27.6,51,11.8,4.8,22.8,14.3,43.3,2.8,42.9,67.8,21.0,31.5,41.8,58.3,167,400,50.5,1268,83.4,6.5,304,1387,806,2516,79.0,177,844,49.5,1244,44.4,1116,27.6,49.5,31.8,41.7,26.5,434,61.9,55.5,241,19.1,83,22.1,96,3.2,14,0,4.51,27.0,
Rosario, Amed,2018,0.260,0.375,0.296,0.300,0.115,87.8,7.8,32.4,17,3.9,4.1,26.8,21.1,40.1,1.8,32.3,69.3,18.5,37.3,40.8,59.2,158,387,49.1,1037,68.8,7.3,183,1237,692,2130,81.5,138,746,50.9,1077,43.5,919,26.1,53.8,29.7,44.7,25.6,441,67.2,50.1,221,18.1,80,25.2,111,6.6,29,61,4.15,29.4,
Benintendi, Andrew,2018,0.286,0.461,0.361,0.363,0.175,88.6,12.8,37.6,31,6.4,4.1,29.9,26.1,31.3,1.7,33.7,69.9,16.0,24.1,28.0,72.0,91,325,52.4,1351,85.0,7.3,420,1585,571,2581,84.0,137,857,47.6,1226,43.1,1110,19.3,45.9,35.5,36.1,28.4,482,56.6,41.9,202,25.7,124,28.6,138,3.7,18,1,4.22,27.7,
Albies, Ozzie,2018,0.253,0.411,0.311,0.298,0.158,86.8,16.1,34.0,25,4.7,6.6,24.1,30.9,29.2,3.0,29.4,81.7,16.0,32.4,37.0,63.0,148,400,51.8,1234,88.3,6.5,474,1271,626,2386,84.0,150,939,48.2,1150,42.0,1002,22.2,56.2,38.9,37.0,24.1,527,63.5,39.5,208,27.3,144,23.9,126,9.3,49,28,4.07,28.7,
Chapman, Matt,2018,0.260,0.440,0.343,0.341,0.180,93.1,14.8,30.5,36,8.9,7.2,25.3,27.3,30.5,0.5,47.8,61.7,17.7,21.1,40.5,59.5,109,269,50.4,1277,74.3,8.3,268,1497,760,2544,82.3,137,775,49.6,1256,43.0,1088,23.6,41.4,38.5,36.7,24.8,403,58.0,40.7,164,22.3,90,26.3,106,10.7,43,6,4.37,28.3,
Hoskins, Rhys,2018,0.234,0.463,0.354,0.347,0.229,89,22.6,35.8,47,11.4,9.2,19.9,34.4,21.3,2.7,39.5,60.1,15.8,19.5,39.9,60.1,116,291,51.5,1490,67.1,7.9,373,1640,881,2919,84.1,133,844,48.5,1405,41.5,1202,21.8,39.2,47.0,33.7,19.4,413,52.7,29.8,123,34.6,143,22.8,94,12.8,53,0,4.56,26.3,
Schwarber, Kyle,2018,0.245,0.473,0.352,0.362,0.228,90.9,12.3,34.0,37,12.7,4.8,22.0,22.7,32.3,3.8,45.0,64.5,22.9,21.7,48.8,51.2,122,250,53.9,1152,76.5,6.2,321,1246,570,2139,77.1,146,637,46.1,987,45.2,966,30.2,41.5,41.6,36.1,22.3,291,55.9,46.0,134,23.7,69,24.4,71,5.8,17,0,4.29,27.1,
Moncada, Yoan,2018,0.216,0.388,0.303,0.298,0.172,91,15.4,36.4,35,9.6,8.2,22.5,27.7,30.4,0.5,44.2,62.3,22.8,20.3,56.0,44.0,154,275,50.6,1354,82.3,7.0,472,1554,647,2679,77.2,188,823,49.4,1321,43.6,1167,31.1,41.0,39.5,35.1,25.5,365,61.2,38.1,139,27.1,99,28.2,103,6.6,24,21,4.20,28.8,
